id,srno,eventDate,subject_title,debateType,sizeOfVideo,videoUrl
3079,2420,2024-02-08,Valedictory Reference - Farewell to the Retiring Member,Valedictory Reference,34 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4124-02-08-2024.mp4?source=membersrsmedia
3080,2420,2023-12-20,Question Hour,Question Hour,64 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3537-12-20-2023.mp4?source=membersrsmedia
3081,2420,2023-12-12,Matters raised with the permission of the Chair,Special Mention,56 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3290-12-12-2023.mp4?source=membersrsmedia
3082,2420,2023-09-21,"The Constitution (One Hundred and Twenty Eighth Amendment) BIll, 2023",Government Bills,96 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2717-09-21-2023.mp4?source=membersrsmedia
3083,2420,2023-07-27,"The Cinematograph (Amendment) Bill,2023",Government Bills,92 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1941-27-07-2023.mp4?source=membersrsmedia
3084,2420,2023-03-14,Special Mention,Special Mention,19 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1651-14-03-2023.mp4?source=membersrsmedia
3085,2420,2023-02-08,Discussion on motion of thanks to the Presidents Address,Motion of thanks to the President's Address,192 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1442-08-02-2023.mp4?source=membersrsmedia
3086,2420,2022-12-22,Question Hour,Question Hour,35 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1111-22-12-2022.mp4?source=membersrsmedia
3087,2422,2024-02-07,"General Discussion on The Interim Union Budget, 2024-25 and General Discussion on The Interim Budget of Union Territory of Jammu and Kashmir, 2024-25",Union Budget,122 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4070-02-07-2024.mp4?source=membersrsmedia
3088,2422,2024-02-06,REPORTS OF THE COMMITTEE ON THE WELFARE OF SCHEDULED CASTES AND SCHEDULED TRIBES LAID ON THE TABLE,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3889-02-06-2024.mp4?source=membersrsmedia
3089,2422,2023-12-21,"The Bharatiya Nyaya Sanhita, 2023 - The Bharatiya Nagarik Suraksha Sanhita, 2023 - The Bharatiya Sakshya Bill, 2023",Government Bills,73 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3697-12-21-2023.mp4?source=membersrsmedia
3090,2422,2023-12-18,"The Government of Union Territories (Amendment) Bill, 2023 and The Jammu & Kashmir Reorganization (Second Amendment)  Bill, 2023",Government Bills,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3475-12-18-2023.mp4?source=membersrsmedia
3091,2422,2023-12-14,REPORT OF THE COMMITTEE ON THE WELFARE OF SCHEDULED CASTES AND SCHEDULED TRIBES LAID ON THE TABLE,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3446-12-14-2023.mp4?source=membersrsmedia
3092,2422,2023-12-07,Report laid on the Table,Papers laid on the Table,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2981-12-07-2023.mp4?source=membersrsmedia
3093,2422,2023-12-07,Spceical Mention,Special Mention,44 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3042-12-07-2023.mp4?source=membersrsmedia
3094,2422,2023-12-04,Question and Reply,Question Hour,67 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2730-12-04-2023.mp4?source=membersrsmedia
3095,2422,2023-12-04,Question and its reply in Rajya Sabha during Question Hour,Question Hour,83 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2803-12-04-2023.mp4?source=membersrsmedia
3096,2422,2023-08-08,"The Inter- services Organisations (Command, Control and Discipline) Bill, 2023",Government Bills,73 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2305-08-08-2023.mp4?source=membersrsmedia
3097,2422,2023-08-04,Final Action Taken Statements of the Government on the Recommendations contained in Chapter I and V of the Reports of the Department-related Parliamentary Standing Committee on Defence laid on the Table,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2219-04-08-2023.mp4?source=membersrsmedia
3098,2422,2023-08-03,Question Hour,Question Hour,207 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2161-03-08-2023.mp4?source=membersrsmedia
3099,2422,2023-08-02,"The Forest (Conservation) Amendment Bill, 2023",Government Bills,97 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2116-02-08-2023.mp4?source=membersrsmedia
3100,2422,2023-08-01,Report regarding Welfare of SC & ST  laid on the table,Papers laid on the Table,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1996-01-08-2023.mp4?source=membersrsmedia
3101,2422,2023-07-31,Report on the Welfare of SC & ST laid on the Table,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1971-31-07-2023.mp4?source=membersrsmedia
3102,2422,2023-03-24,Reports of the committee,Papers laid on the Table,8 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1757-24-03-2023.mp4?source=membersrsmedia
3103,2422,2023-03-20,Papers Laid,Papers laid on the Table,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1719-20-03-2023.mp4?source=membersrsmedia
3104,2422,2023-03-20,Papers laid on the Table,Papers laid on the Table,8 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1720-20-03-2023.mp4?source=membersrsmedia
3105,2422,2022-12-21,Question Hour,Question Hour,38 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1012-21-12-2022.mp4?source=membersrsmedia
3106,2422,2022-12-20,Special Mention,Special Mention,34 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video962-20-12-2022.mp4?source=membersrsmedia
