id,srno,billno,billName,introducedInHouse,introducedDate,ministry,member,billCategory,datePassed_in_LS,datePassed_in_RS,reportPresented,actNoAndYear,status,pdfUrl
2373,227,XXIII,"The Children Pavement Dwellers and Sex Workers (Prevention of Abuse and Welfare Measures) Bill, 2001",Rajya Sabha,2001-10-08,SOCIAL JUSTICE AND EMPOWERMENT,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXIII_2001.pdf?source=legislation
2374,227,LXI,"The Coastal Areas Vulnarable to Cyclones (Establishment of Early Warnng Centres and Introduction of Disaster Resistant Construction Technoques) Bill, 2001",Rajya Sabha,2001-10-05,AGRICULTURE,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LXI_2001.pdf?source=legislation
2375,227,XXXI,"The Compulsory Roof-Top Rainwater Harvesting Bill, 2001",Rajya Sabha,2001-10-05,WATER RESOURCES,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXI_2001.pdf?source=legislation
2376,227,X,"The Hawkers, Vendors, Rickshaw Pullers and Roadside Mechanics (Freedom of Earning Livelihood) Bill, 2001",Rajya Sabha,2001-08-10,LABOUR,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/X_2001.pdf?source=legislation
2377,227,LIX,"The Draughe-prone, Poor backward preas (Development on Priority) Bill,2000",Rajya Sabha,2000-11-24,,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LIX_2000.pdf?source=legislation
2378,227,LVIII,"The Fishermen ( Protection and Welfare ) Bill,2000",Rajya Sabha,2000-11-24,AGRICULTURE,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LVIII_2000.pdf?source=legislation
2379,227,LX,"The Farmers Affected by Natural Calamities (Adequate Compensation and miscellaneous Provisions) Bill,2000",Rajya Sabha,2000-11-24,AGRICULTURE,Dasari Narayana Rao Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LX_2000.pdf?source=legislation
2380,2209,XIII,"The Representation of the People (Amendment) Bill, 2016 (amendment of section 14)",Rajya Sabha,2016-03-11,LAW AND JUSTICE,Rangasayee Ramakrishna Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/R P - 11 3 16-E.pdf?source=legislation
2381,1047,LIII,"The Constitution (Amendment) Bill, 1990 [Insertion of new article 51A]",Rajya Sabha,1990-08-31,,John F. Fernandes Shri,Ordinary Bill,,,,,Lapsed,
2382,230,LXXVI,"The High Court of Andhra Pradesh ( Establishment of a parmanent Bench at guinter) Bill,1992",Rajya Sabha,1993-02-26,,Yadlapati Venkat Rao Shri,Ordinary Bill,,,,,Lapsed,
2383,2210,XLII,"The Adaptation to Climate Change (Resilience, Rehabilitation and Resettlement) Bill, 2023",Rajya Sabha,2023-12-08,ENVIRONMENT AND FORESTS,Vandana Chavan Smt.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/adaptation to climate-E- Final1219202342730PM.pdf?source=legislation
2384,2210,LIX,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2018",Rajya Sabha,2019-07-12,HUMAN RESOURCE  DEVELOPMENT,Vandana Chavan Smt.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/RTE-E-12719.pdf?source=legislation
2385,2210,XLV,"The Children with Specific Learning Disabilities (Identification and Support in Education) Bill, 2018",Rajya Sabha,2019-07-12,SOCIAL JUSTICE AND EMPOWERMENT,Vandana Chavan Smt.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/children-E-12719.pdf?source=legislation
2386,2210,XLVI,"The Contract Labour (Regulation and Abolition) Amendment Bill, 2018",Rajya Sabha,2019-07-12,LABOUR  AND  EMPLOYMENT,Vandana Chavan Smt.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/contract-E-12719.pdf?source=legislation
2387,2210,LXVIII,"The Children with Specific Learning Disabilities (Identification and Support in Education) Bill, 2016",Rajya Sabha,2017-03-24,WOMEN AND CHILD DEVELOPMENT,Vandana Chavan Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/children-24317-E.pdf?source=legislation
2388,1818,LIX,"The Constitution ( Amendment) Bill,1994 ( to amend articles 15 and 16)",Rajya Sabha,1994-08-26,,G. Swaminathan Shri,Ordinary Bill,,,,,Lapsed,
2389,2590,LXV,"The Constitution (Amendment) Bill, 2025 (amendment of the Preamble)",Rajya Sabha,2025-12-05,HOME AFFAIRS,Bhim Singh Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/51211202545518PM.pdf?source=legislation
2390,2590,LXXII,"The Urban Areas (Development and Regulation) Bill, 2024",Rajya Sabha,2025-12-05,Housing and Urban Affairs,Bhim Singh Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/41211202545504PM.pdf?source=legislation
2391,231,XXVIII,"The High Court Of Andhra Pradesh ( Establishment of Permanent Bench at Vijaywada) Bill, 2002",Rajya Sabha,,,K. Rama Mohana Rao Shri,Ordinary Bill,,,,,,
2392,232,12,"The Agricultural Workers (Employment, Conditions of Service and Welfare) Bill, 2001",Lok Sabha,2002-03-22,LABOUR,Gowdar Mallikarjunappa Shri,Financial Bill,,,,,Pending,
2393,232,5,"The Cinematograph (Amendment) Bill, 2001 (Amendment  of  section 5B)",Lok Sabha,2002-03-22,INFORMATION AND BROADCASTING,Gowdar Mallikarjunappa Shri,Ordinary Bill,,,,,Pending,
2394,2212,III,"The Constitution (Amendment) Bill, 2020 (insertion of new article 47A)",Rajya Sabha,2020-02-07,HEALTH AND FAMILY WELFARE,Anil Desai Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/47A-E-7 2 20.pdf?source=legislation
2395,1821,VI,"The Cow Protection Bill, 2017",Rajya Sabha,2017-03-24,AGRICULTURE,Subramanian Swamy Dr.,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cow-24317-E.pdf?source=legislation
2396,1821,XLV,"The Protection of Children from Sexual Offences (Amendment) Bill, 2016",Rajya Sabha,2016-11-18,WOMEN AND CHILD DEVELOPMENT,Subramanian Swamy Dr.,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/prot child-181116-E.pdf?source=legislation
2397,234,VI,"The Legal Services Authorities (Amendment) Bill, 2002.",Rajya Sabha,2003-07-25,,N. K. Premachandran Shri,Ordinary Bill,,,,,,
2398,234,I,"The High Court of Kerela (Establishment of a permanent Bench at Thiruvanantha puram ) Bill,2003",Rajya Sabha,2003-02-21,,N. K. Premachandran Shri,Ordinary Bill,,,,,Lapsed,
2399,234,69,"The Most Backward Classes (Proportional Representation in Services and Educational Institutions) BIll, 2002",Lok Sabha,2002-11-22,SOCIAL JUSTICE AND EMPOWERMENT,Brahmanand Mandal Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3621LS.pdf?source=legislation
2400,235,XXXVIII,"The Constitution (Amendment) Bill, 2001 (Insertion of new article 214)",Rajya Sabha,2001-07-27,WATER RESOURCES,Bharati Ray Prof.(Smt),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXVIII_2001.pdf?source=legislation
2401,237,XLII,"The Quality and Accountability in Education Bill, 2009.",Rajya Sabha,2009-12-18,HUMAN RESOURCE  DEVELOPMENT,Mabel Rebello Ms.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/quality XLII 09.pdf?source=legislation
2402,237,XLIII,"The Naxalite Affected Areas (Special Provisions) Bill, 2009.",Rajya Sabha,2009-12-18,HOME AFFAIRS,Mabel Rebello Ms.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/naxa XLIII 09.pdf?source=legislation
2403,237,XLV,"The Prevention of Hunger and Malnutrition and Right to Food Bill, 2009.",Rajya Sabha,2009-12-18,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Mabel Rebello Ms.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/hunger XLV 09.pdf?source=legislation
2404,1448,XXVI,"The Constitution (Amendment) Bill, 1971 [Substitution of new article for article 37]",Rajya Sabha,1971-11-26,HOME AFFAIRS,A. D. Mani Shri,Ordinary Bill,,,,,Lapsed,
2405,1448,XXIII,"The Indian Telegraph (Amendment) Bill, 1969",Rajya Sabha,1969-11-28,,A. D. Mani Shri,Ordinary Bill,,,,,Withdrawn,
2406,1448,III,"The Representation of the People (Amendment) Bill, 1969",Rajya Sabha,1969-02-27,,A. D. Mani Shri,Ordinary Bill,,,,,Lapsed,
2407,1448,XXXVI,"The Industrial Disputes (Amendment) Bill, 1968",Rajya Sabha,1968-11-29,,A. D. Mani Shri,Ordinary Bill,,,,,Lapsed,
2408,1448,IX,"The Constitution (Amendment) Bill, 1966 (to amend article 101)",Rajya Sabha,1966-05-08,,A. D. Mani Shri,Ordinary Bill,,,,,Lapsed,
2409,1448,III,"The Constitution (Amendment) Bill, 1965 (to amend the article 101)",Rajya Sabha,1965-02-26,,A. D. Mani Shri,Ordinary Bill,,,,,Lapsed,
2410,1448,XXVII,"The Constitution (Amendment) Bill, 1963 (to amend article 143)",Rajya Sabha,1963-08-23,,A. D. Mani Shri,Ordinary Bill,,,,,Negatived,
2411,672,II,"The Insurance (Amendment) Bill, 1955",Rajya Sabha,1955-03-25,,Bimal Comar Ghose Shri,Ordinary Bill,,,,,Withdrawn,
2412,239,IV,"The Children (Compulsory Learning and Imparting Basic Education in mother tongue) Bill, 2003",Rajya Sabha,2003-02-21,HUMAN RESOURCE  DEVELOPMENT,C. Narayana Reddy Dr.,Ordinary Bill,,,,,Lapsed,
2413,673,XI,"The Constitution ( Amendment) Bill, 1974 (To amend article 344,345,346. etc)",Rajya Sabha,1974-05-03,HOME AFFAIRS,Jagatpal Singh Thakur,Ordinary Bill,,,,,Lapsed,
2414,1058,XXII,"The Indian Trade Unions (Amendment) Bill, 1954",Rajya Sabha,1954-12-17,LABOUR,T.V. Kamalaswamy Shri,Ordinary Bill,,,,,Negatived,
2415,240,IX,"The Education of Unemployment Bill, 2002.",Rajya Sabha,2002-07-19,LABOUR,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,
2416,240,XIII,"The Tourism Promotion Bill, 2002",Rajya Sabha,2002-07-19,TOURISM AND CULTURE,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,
2417,240,XXIV,"The Prohibition of Publication of Pre-Election Survey Bill, 2001",Rajya Sabha,2001-10-08,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXIV_2001.pdf?source=legislation
2418,240,XXVI,"The Securities and Exchange Board of India (Amendment) Bill, 2001",Rajya Sabha,2001-10-08,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXVI_2001.pdf?source=legislation
2419,240,XXVII,"The Foreign Aid Fund of India (Regulation) Bill, 2001",Rajya Sabha,2001-08-10,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXVII_2001.pdf?source=legislation
2420,240,XV,"The Constitution ( Amendment) Bill,20009 To amend article 324)",Rajya Sabha,2000-12-22,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XV_2000.pdf?source=legislation
2421,240,XXI,"The Small Family Norms (Incentire) Bill,2000",Rajya Sabha,2000-12-22,HEALTH AND FAMILY WELFARE,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXI_2000.pdf?source=legislation
2422,240,XXXI,"The Constitution ( Amendment) Bill,1999 (to amend article 171)",Rajya Sabha,2000-12-22,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXI_1999.pdf?source=legislation
2423,240,XIII,"The Commissions of Inquiry ( Amendment) Bill,1999",Rajya Sabha,1999-03-12,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XIII_1999.pdf?source=legislation
2424,240,XIV,"The Abolition of Begging Bill,1999",Rajya Sabha,1999-03-12,SOCIAL JUSTICE AND EMPOWERMENT,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XIV_1999.pdf?source=legislation
2425,240,II,"The Constitution ( Amendment) Bill,1999 (Insertion of new article 30 A)",Rajya Sabha,1999-03-01,RURAL DEVELOPMENT,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/II_1999.pdf?source=legislation
2426,240,XX,"The Constitution ( Amendment) Bill,1998 ( to amend article 80)",Rajya Sabha,1998-04-12,HOME AFFAIRS,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,
2427,240,XXI,"The Constitution ( Amendment) Bill,1998 ( insertion of new articles of 74 A and 163 A)",Rajya Sabha,1998-04-12,HOME AFFAIRS,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,
2428,240,XXX,"The Constitution ( Amendment) Bill,1998 ( to amend art 48 A)",Rajya Sabha,1998-04-12,ENVIRONMENT AND FORESTS,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,Lapsed,
2429,240,LXXIX,"The Constitution (Amendment) Bill,2002 ( to armend article 275)",Rajya Sabha,,,P. Prabhakar Reddy Shri,Ordinary Bill,,,,,,
2430,1828,V,"The Hindu Marriage (Amendment) Bill, 1958",Rajya Sabha,1958-09-12,,Waman Sheodas Barlingay Dr.,Ordinary Bill,,,,,Lapsed,
2431,242,XLVI,"The Farmers (Old Age Allowance Bill,2000",Rajya Sabha,2000-08-18,RURAL DEVELOPMENT,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XLVI_2000.pdf?source=legislation
2432,242,XVII,"The Constitution (Amendment) Bill, 2000 (to amend the Tenth Schedule)",Rajya Sabha,2000-04-28,,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XVII_2000.pdf?source=legislation
2433,242,XXIII,"The Prevention of Production,Distribution and Sale of Sythentic Milk Bill, 1999",Rajya Sabha,2000-04-28,HEALTH AND FAMILY WELFARE,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXIII_1999.pdf?source=legislation
2434,242,XXIII,"The Neglected Abundoned and Indigent, Widows (Welfare) Bill, 2000",Rajya Sabha,2000-04-28,SOCIAL JUSTICE AND EMPOWERMENT,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXIII_2000.pdf?source=legislation
2435,242,IX,"The Small and Marginal Farmers (Welfare) Bill,1999",Rajya Sabha,1999-12-03,AGRICULTURE,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IX_1999.pdf?source=legislation
2436,242,XVI,"The Agricultural Workers ( Protision for Continuons Employment Condctions of Science and Welfare measures) Bill,1999",Rajya Sabha,1999-03-12,AGRICULTURE,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XVI_1999.pdf?source=legislation
2437,242,XXXIV,"The Cyelone Prone Coastal Areas (Spl Financial Packag for Devalopment and Miseellaneans Provisions ) Bill,1998",Rajya Sabha,1998-12-18,,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,,
2438,242,XIX,"The Handloom Weavers ( viable working Condition and other welfare measure ) Bill,1998",Rajya Sabha,1998-04-12,TEXTILES,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,
2439,242,XXV,"The Constitution ( Amendment) Bill,1998 ( to amend art 124)",Rajya Sabha,,,Solipeta Ramachandra Reddy Shri,Ordinary Bill,,,,,Lapsed,
2440,2224,XLVI,"The High Courts (Use of Official Languages) Bill, 2016",Rajya Sabha,2017-03-10,HOME AFFAIRS,Bhupender Yadav Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/high crt 10317-E.pdf?source=legislation
2441,2224,XI,"The Vexatious Litigation (Prevention) Bill, 2016",Rajya Sabha,2016-03-11,LAW AND JUSTICE,Bhupender Yadav Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Vex- 11 3 16-E.pdf?source=legislation
2442,2224,XVI,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2016",Rajya Sabha,2016-03-11,HUMAN RESOURCE  DEVELOPMENT,Bhupender Yadav Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/RTE - 11 3 16-E.pdf?source=legislation
2443,1830,XVI,"The Constitution (Amendment)Bill, 1974 (Insertion of new art 29 A &omission of art 45.)",Rajya Sabha,1974-08-18,,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2444,1830,XIX,"The Constitution (amendment)Bill,1974(Amendment of article850",Rajya Sabha,1974-08-16,HOME AFFAIRS,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2445,1830,XVII,"The Constitution (Amendment) Bill, 1974( amendment of arts 105& 194)",Rajya Sabha,1974-08-16,HOME AFFAIRS,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2446,1830,XV,"The Constitution (Amendment) Bill, 1974 (To amend articles 74 and 163",Rajya Sabha,1974-08-02,,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2447,1830,XVIII,"The Constitution (Amendment )Bill,1974. (Substitution of new article for article 163)",Rajya Sabha,1974-08-02,,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2448,1830,XX,"The Constitution (Amendment) bill,1974( to amend articles 75 and 164)",Rajya Sabha,1974-08-02,,N.P. Chaudhari Shri,Ordinary Bill,,,,,Withdrawn,
2449,1830,XLII,"The Indian Divorce (Amendment) Bill,1973.",Rajya Sabha,1973-12-21,,N.P. Chaudhari Shri,Ordinary Bill,,,,,Lapsed,
2450,1064,LII,"The Constitution (Amendment) Bill, 2001 (to amend article 75,84, 99 etc.)",Rajya Sabha,2001-10-08,,Ravi Shankar Pandit,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LII_2001.pdf?source=legislation
2451,2605,LXXI,"The Food Safety and Standards (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,HEALTH AND FAMILY WELFARE,Medha Vishram Kulkarni Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/431211202550505PM.pdf?source=legislation
2452,2605,LXXIII,"The Protection of All Religions and Promotion of Mutual Respect for Faiths Bill, 2025",Rajya Sabha,2025-12-05,HOME AFFAIRS,Medha Vishram Kulkarni Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/441211202550517PM.pdf?source=legislation
2453,2605,XXXVII,"The Bharatiya Nagarik Suraksha Sanhita (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,HOME AFFAIRS,Medha Vishram Kulkarni Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/421211202550452PM.pdf?source=legislation
2454,1457,XXVIII,"The Freedom of Infaormation Bill,1983",Rajya Sabha,1983-12-22,INFORMATION AND BROADCASTING,G.C. Bhattacharya Shri,Ordinary Bill,,,,,Lapsed,
2455,1457,XXXVI,"The Civil Servants ( Disclosure  and seruting of Finsncial Assts) Bill, 1983",Rajya Sabha,1983-12-22,,G.C. Bhattacharya Shri,Ordinary Bill,,,,,,
2456,680,XXXIII,"The Central Civil Services ( conduct) Bill, 1981",Rajya Sabha,1981-12-04,,Dipen Ghosh Shri,Ordinary Bill,,,,,,
2457,2606,LXX,"The Astrology (Regulation and Promotion) Bill, 2025",Rajya Sabha,2025-12-05,EDUCATION,Ajeet Madhavrao Gopchade Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/291211202550214PM.pdf?source=legislation
2458,2606,XLII,"The National Blood Transfusion Bill, 2025",Rajya Sabha,2025-12-05,HEALTH AND FAMILY WELFARE,Ajeet Madhavrao Gopchade Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/281211202550200PM.pdf?source=legislation
2459,2606,XXVIII,"The Information Technology (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,ELECTRONICS AND INFORMATION TECHNOLOGY,Ajeet Madhavrao Gopchade Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/271211202550148PM.pdf?source=legislation
2460,2606,LIX,"The Constitution (Amendment) Bill, 2024 (insertion of new articles 48-B and 51-B)",Rajya Sabha,2025-02-07,LAW AND JUSTICE,Ajeet Madhavrao Gopchade Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/27e214202550358PM.pdf?source=legislation
2461,2606,LXVIII,"The Public Works (Quality Assurance and Transparency) Bill, 2024",Rajya Sabha,2025-02-07,Housing and Urban Affairs,Ajeet Madhavrao Gopchade Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/28e214202550416PM.pdf?source=legislation
2462,683,VII,"The Constitution (Amendment) Bill, 1961.",Rajya Sabha,1961-03-10,,Sudhir Ghosh Shri,Ordinary Bill,,,,,,
2463,1462,XIX,"The Reservation of posts in central Govt services and seats in Educations the Backward classes Bill,1983",Rajya Sabha,1983-09-12,,Murasoli Maran Shri,Ordinary Bill,,,,,Lapsed,
2464,1462,XVIII,"The Representation of people ( Amendment) Bill,1983",Rajya Sabha,1983-09-12,,Murasoli Maran Shri,Ordinary Bill,,,,,Lapsed,
2465,1462,II,"The Representation of the people ( Amendment) Bill,183 ( to ensert new section 9B,10,B 33B, and 11)",Rajya Sabha,1983-03-18,,Murasoli Maran Shri,Ordinary Bill,,,,,,
2466,1462,XV,The Reservation of Posts in the Central Government services and reats in Educational Institution Backward classes Bill 1982,Rajya Sabha,1982-08-06,,Murasoli Maran Shri,Ordinary Bill,,,,,,
2467,1462,IV,"The Constitution (Amendment) Bill,1978 (to amend articles 120,210,etc)",Rajya Sabha,1978-12-01,HOME AFFAIRS,Murasoli Maran Shri,Ordinary Bill,,,,,,
2468,1462,VIII,"The Constitution (Amendment) Bill, 1977 (to amend articles 120,210,etc.)",Rajya Sabha,1977-12-16,HOME AFFAIRS,Murasoli Maran Shri,Ordinary Bill,,,,,Negatived,
2469,251,39,"The Delimitation (Amendment) Bill, 2006 (Amendment of section 2)",Lok Sabha,2006-12-05,LAW AND JUSTICE,Punnulal Mohale Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/97LS.pdf?source=legislation
