srno,member_name,party,state_ut,status,age,term
1679,"Moses, Shri M.",Indian National Congress,Tamil Nadu,Former,,1 (1978–1984)
1680,"Mubarak Shah, Shri Khawaja",J&K National Conference,Jammu & Kashmir,Former,,1 (1978–1984)
1681,"Mudaliar, Dr. A. Ramaswami",Independent & Others,Madras,Former,,"2 (1952–1956, 1956–1962)"
1682,"Mujumdar, Shri M. R.",Indian National Congress,Madhya Pradesh,Former,,1 (1952–1956)
1683,"Mukerjee, Shri B. K.",Indian National Congress,Uttar Pradesh,Former,,1 (1952–1958)
1684,"Mukherjee, Shri Kali",Indian National Congress,West Bengal,Former,,1 (1972–1978)
1685,"Mukherjee, Smt. Kanak",Communist Party of India (Marxist),West Bengal,Former,,"2 (1978–1984, 1984–1990)"
1686,"Mukherjee, Shri Samar",Communist Party of India (Marxist),West Bengal,Former,,"2 (1986–1987, 1987–1993)"
1687,"Mukhopadhyay, Smt. Purabi",Indian National Congress,West Bengal,Former,,"2 (1970–1976, 1976–1982)"
1688,"Mulla, Shri Anand Narain",Indian National Congress,Uttar Pradesh,Former,,1 (1972–1978)
1689,"Mulla, Shri Suresh Narain",Indian National Congress,Uttar Pradesh,Former,,1 (1976–1982)
1690,"Mullick Chowdhury, Shri Suhrid",Forward Block,West Bengal,Former,,1 (1969–1975)
1691,"Munda, Shri Bhaiya Ram",Indian National Congress,Bihar,Former,,1 (1972–1978)
1692,"Munshi, Shri Arman Ali",Other,Manipur and Tripura,Former,,1 (1952–1954)
1693,"Munshi, Smt. Lilavati",Indian National Congress,Bombay,Former,,1 (1952–1958)
1695,"Murahari, Shri Godey",Independent & Others,Uttar Pradesh,Former,,"3 (1962–1968, 1968–1974, 1974–1980)"
1696,"Banerjee, Shri Jaharlal",Congress,West Bengal,Former,,1 (1975–1981)
1697,"Murari Lal, Dr.",Indian National Congress,Uttar Pradesh,Former,,1 (1952–1956)
1698,"Barbora, Shri Golap",Sikkim Sangram Parishad,Assam,Former,,1 (1968–1974)
1699,"Musafir, Shri Gurmukh Singh",Indian National Congress,Punjab,Former,,"2 (1968–1974, 1974–1980)"
1700,"Balmik, Shri Achchhey Lal",CONG(I),Uttar Pradesh,Former,,1 (1985–1986)
1701,"Baleshwar Dayal, Shri",Janata,Madhya Pradesh,Former,,"2 (1977–1978, 1978–1984)"
1702,"Muthu, Dr.(Smt.) Sathiavani",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1978–1984)
1703,"Baldev Prakash, Dr.",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1992–1998)
1704,"Balbir Singh, Shri",CONG(I),Punjab,Former,,1 (1992–1998)
1705,"Balaram, Shri N.E.",Communist Party of India,Kerala,Former,,"2 (1985–1991, 1991–1997)"
1706,"Balan, Shri M.C.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1972–1978)
1707,"Baharul Islam, Shri",Congress,Assam,Former,,"3 (1962–1968, 1968–1974, 1983–1989)"
1708,"Baghel, Dr. K.C.",Independent & Others,Madhya Pradesh,Former,,1 (1964–1970)
1709,"Bagchi, Shri Chandan K.",CONG(I),Bihar,Former,,1 (1983–1984)
1710,"Bagaitkar, Shri Sadasiv",Janata Party,Maharashtra,Former,,1 (1978–1984)
1711,"Bachchan, Dr. Harivansh Rai",Nominated,Nominated,Former,,1 (1966–1972)
1712,"Baby, Shri M.A.",Communist Party of India (Marxist),Kerala,Former,,"2 (1986–1992, 1992–1998)"
1713,"Babbar, Shri Raj",Indian National Congress,Uttarakhand,Former,73.0,"2 (1994–2000, 2015–2020)"
1714,"Babar, Dr. Sarojini",Congress,Maharashtra,Former,,1 (1968–1974)
1715,"Basavaraju, Shri M.",CONG(I),Karnataka,Former,,1 (1980–1986)
1716,"Shukla, Shri Keshavprasad",CONG(I),Madhya Pradesh,Former,,1 (1982–1988)
1717,"Shukla, Shri Mahavir Prasad",Congress,Uttar Pradesh,Former,,"3 (1962–1964, 1964–1970, 1970–1976)"
1718,"Shyamkumari Devi, Smt.",Congress,Madhya Pradesh,Former,,"2 (1968–1974, 1974–1980)"
1719,"Siddalingaya, Shri T.",Congress,Mysore,Former,,1 (1967–1970)
1720,"Siddhu, Dr. M.M.S.",Janata,Uttar Pradesh,Former,,"3 (1962–1968, 1977–1978, 1978–1984)"
1721,"Siddiqui, Shri Shamim Ahmed",CONG(I),National Capital Territory of Delhi,Former,,1 (1983–1989)
1722,"Siddiqui, Shri Abdul Samad",Janata Dal,Karnataka,Former,,1 (1988–1994)
1723,"Silvera, Dr. C.",CONG(I),Mizoram,Former,,1 (1984–1990)
1724,"Singh, Shri Ajit Pratap",Jansangh,Uttar Pradesh,Former,,1 (1958–1962)
1725,"Singh, Captain Awadesh Pratap",Congress,Madhya Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1726,"Singh, Shri Bhanu Pratap",Bharatiya Lok Dal,Uttar Pradesh,Former,,1 (1976–1982)
1727,"Singh, Thakur Bhannu Pratap",Congress,Madhya Pradesh,Former,,"3 (1952–1954, 1954–1960, 1960–1966)"
1728,"Singh, Shri Bhishma Narain",CONG(I),Bihar,Former,,"2 (1976–1982, 1982–1988)"
1729,"Singh, Shri Bindeshwari Prasad",Congress,Bihar,Former,,1 (1971–1974)
1730,"Singh, Shri Bir Bahadur",CONG(I),Uttar Pradesh,Former,,1 (1988–1990)
1731,"Singh, Shri Bir Bhadra Pratap",CONG(I),Uttar Pradesh,Former,,1 (1984–1990)
1732,"Singh, Shri D.P.",Congress,Bihar,Former,,"2 (1971–1972, 1972–1978)"
1733,"Singh, Shri Devendra Prasad",Praja Socialist Party,Bihar,Former,,1 (1958–1964)
1734,"Singh, Shri Digvijay",Janata Dal (United),Jharkhand,Former,70.0,"2 (1990–1996, 2005–2010)"
1735,"Dinesh, Shri Singh",CONG(I),Uttar Pradesh,Former,,"3 (1977–1980, 1980–1982, 1993–1998)"
1736,"Singh, Babu Gopinath",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1737,"Singh, Prof. Naunihal",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1992–1998)
1738,"Singh, Shri Ghan Shyam",CONG(I),Uttar Pradesh,Former,,1 (1982–1988)
1739,"Singh, Shri Irengbam Tompok",Congress,Manipur,Former,,1 (1974–1978)
1740,"Singh, Shri J.K.P.N.",CONG(I),Bihar,Former,,"2 (1962–1968, 1978–1984)"
1741,"Singh, Shri Jagannath",Bharatiya Janata Party,Madhya Pradesh,Former,,1 (1992–1998)
1742,"Singh, Smt. Jahanara Jaipal",Congress,Bihar,Former,,"3 (1958–1964, 1964–1970, 1972–1978)"
1743,"Singh, Thakur Kamakhya Prasad",CONG(I),Bihar,Former,,1 (1984–1990)
1744,"Singh, Shri K.N.",CONG(I),Uttar Pradesh,Former,,1 (1990–1996)
1745,"Singh, Shri Mahendra Bahadur",Congress,Madhya Pradesh,Former,,1 (1972–1978)
1746,"Singh, Shri Ng. Tompok",Janata,Manipur and Tripura,Former,,"2 (1954–1956, 1978–1984)"
1747,"Singh, Smt. Pratibha",CONG(I),Bihar,Former,,"4 (1970–1976, 1976–1982, 1982–1988, 1988–1992)"
1748,"Singh, Shri R.K. Dorendra",CONG(I),Manipur,Former,,1 (1988–1990)
1749,"Singh, Shri R.K. Jaichandra",CONG(I),Manipur,Former,,1 (1984–1990)
1750,"Singh, Shri Ram Awadhesh",Lok Dal,Bihar,Former,,1 (1986–1992)
1751,"Singh, Shri Ram Kripal",Congress,Uttar Pradesh,Former,,"2 (1952–1956, 1956–1962)"
1752,"Singh, Dr. Ranbir",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1994–2000)
1753,"Singh, Dr. Rudra Pratap",CONG(I),Uttar Pradesh,Former,,"2 (1980–1986, 1986–1992)"
1754,"Santokh Singh, Sardar",Congress,Delhi,Former,,1 (1962–1968)
1755,"Singh, Shri Sawai Man",Independent & Others,Rajasthan,Former,,1 (1962–1968)
1756,"Singh, Shri Shankar Pratap",Congress,Madhya Pradesh,Former,,1 (1966–1972)
1757,"Singh, Shri Shankar Dayal",Janata Dal,Bihar,Former,,1 (1990–1996)
1758,"Singh, Shri Shivcharan",Bharatiya Janata Party,Rajasthan,Former,,1 (1992–1998)
1759,"Singh, Shri Shiv Swaroop",Congress,Uttar Pradesh,Former,,1 (1970–1972)
1760,"Singh, Shri Shiva Nandan",Janata,Uttar Pradesh,Former,,1 (1978–1980)
1761,"Singh, Shri Sinam Krishnamohan",Congress,Manipur,Former,,"2 (1965–1966, 1966–1972)"
1762,"Singh, Shri Tribhuvan Narayan",Congress (O),Uttar Pradesh,Former,,"2 (1965–1970, 1970–1976)"
1763,"Singh, Dr. V.B.",Congress,Uttar Pradesh,Former,,1 (1972–1978)
1764,"Singh, Shri Vishvjit P.",CONG(I),Maharashtra,Former,,"2 (1982–1988, 1988–1994)"
1765,"Singh, Shri Vishwanath Pratap",CONG(I),Uttar Pradesh,Former,,1 (1983–1988)
1766,"Singh, Shri W. Kulabidhu",Janata Dal,Manipur,Former,,1 (1990–1996)
1767,"Singla, Shri Surinder Kumar",CONG(I),Punjab,Former,,1 (1992–1998)
1768,"Sinha, Shri Awadeshwar Prasad",Congress,Bihar,Former,,"4 (1956–1958, 1958–1964, 1964–1970, 1970–1976)"
1769,"Sinha, Shri Braja Kishore Prasad",Congress,Bihar,Former,,"3 (1952–1958, 1958–1964, 1964–1970)"
1770,"Sinha, Shri Chandra Mohan",Janata Dal,Odisha,Former,,1 (1991–1992)
1771,"Sinha, Shri Ganga Sharan",Other,Bihar,Former,,"3 (1956–1962, 1962–1968, 1968–1974)"
1772,"Sinha, Shri Indradeep",Communist Party of India,Bihar,Former,,"2 (1974–1980, 1980–1986)"
1773,"Sinha, Smt. Kamla",Janata Dal,Bihar,Former,,"2 (1990–1994, 1994–2000)"
1774,"Sinha, Shri Krishna Mohan Pyare",Congress,Bihar,Former,,1 (1956–1958)
1775,"Sinha, Shri Maheswar Prasad Narain",Socialist Party,Bihar,Former,,1 (1952–1956)
1776,"Sinha, Shri Rajendra Pratap",Congress,Bihar,Former,,"4 (1952–1954, 1954–1960, 1960–1966, 1966–1972)"
1777,"Sinha, Shri Rajeshwar Prasad Narain",Congress,Bihar,Former,,"3 (1952–1958, 1959–1960, 1960–1966)"
1778,"Sinha, Shri Rama Bahadur",Congress,Bihar,Former,,"3 (1952–1958, 1958–1964, 1964–1970)"
1779,"Sinha, Dr. Ramkripal",Jansangh,Bihar,Former,,1 (1974–1980)
1780,"Sinha, Shri Rewati Kant",Sikkim Sangram Parishad,Bihar,Former,,1 (1967–1970)
1781,"Sinha, Shri Yashwant",Bharatiya Janata Party,Jharkhand,Former,88.0,"2 (1988–1994, 2004–2010)"
1782,"Sisodia, Shri Sawai Singh",Congress,Madhya Pradesh,Former,,"3 (1969–1970, 1970–1976, 1976–1982)"
1784,"Sitaram Singh, Shri",Bharatiya Lok Dal,Bihar,Former,,1 (1970–1976)
1785,"Sitaramayya, Dr. Pattabhi",Congress,Madras,Former,,1 (1952–1952)
1786,"Sivaji, Dr. Yelamanchili",Telugu Desam Party,Andhra Pradesh,Former,,1 (1988–1994)
1787,"Sivaprakasam, Shri S.",Dravida Munnetra Kazhagam,Puducherry,Former,,1 (1969–1975)
1788,"Sobhani, Shri Osman",Congress,Hyderabad,Former,,1 (1952–1954)
1789,"Sokhey, Dr. Sahib Singh",Nominated,Nominated,Former,,1 (1952–1956)
1790,"Solomon, Shri P.A.",Communist Party of India,Kerala,Former,,1 (1958–1964)
1791,"Somasundaram, Shri G.P.",Dravida Munnetra Kazhagam,Madras,Former,,1 (1966–1972)
1792,"Solanki, Shri Madhavsinh",CONG(I),Gujarat,Former,,"2 (1988–1994, 1994–2000)"
1793,"Som Pal, Shri",Janata Dal,Uttar Pradesh,Former,,"2 (1990–1992, 1992–1998)"
1794,"Soz, Prof. Saif-ud-Din",Indian National Congress,Jammu & Kashmir,Former,88.0,"3 (1996–2002, 2002–2008, 2009–2015)"
1795,"Sreedharan, Shri Arangil",Janata Dal,Kerala,Former,,1 (1988–1994)
1796,"Srinivasan, Shri T.K.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1970–1976)
1797,"Srinivasan, Shri Thomas",Congress,Madras,Former,,1 (1960–1966)
1798,"Srivastava, Dr. J.P.",Indian National Congress,Uttar Pradesh,Former,,1 (1952–1954)
1799,"Subbarayan, Dr. P.",Congress,Madras,Former,,1 (1954–1960)
1800,"Subbiah, Shri J.H.",Scheduled Castes Federation,Hyderabad,Former,,1 (1952–1954)
1801,"Sujan Singh, Shri",Janata,Haryana,Former,,"2 (1977–1978, 1978–1984)"
1802,"Sukhdev Prasad, Shri",Indian National Congress,Uttar Pradesh,Former,,"3 (1966–1972, 1972–1978, 1982–1988)"
1803,"Sukul, Shri P.N.",CONG(I),Uttar Pradesh,Former,,"2 (1980–1984, 1984–1990)"
1804,"Sultan Maimoona, Smt.",CONG(I),Madhya Pradesh,Former,,"2 (1974–1980, 1980–1986)"
1805,"Sultan Singh, Shri",CONG(I),Haryana,Former,,"3 (1970–1974, 1974–1980, 1980–1986)"
1806,"Sumat Prasad, Shri",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1807,"Sundaram, Shri K.",Swatantra Party,Madras,Former,,1 (1966–1972)
1808,"Sundarayya, Shri P.",Communist Party of India,Madras,Former,,1 (1952–1955)
1809,"Supakar, Shri Shraddhakar",Congress,Odisha,Former,,1 (1965–1971)
1810,"Sur, Shri Mriganka Mohan",Congress,West Bengal,Former,,"3 (1954–1960, 1960–1966, 1966–1972)"
1811,"Suraj Prasad, Shri",Communist Party of India,Bihar,Former,,"2 (1968–1974, 1982–1988)"
1812,"Surender Singh, Shri",CONG(I),Haryana,Former,,1 (1986–1992)
1813,"Surendra Mohan, Shri",Janata,Uttar Pradesh,Former,,1 (1978–1984)
1814,"Surendra Ram, Shri V.M.",Congress,Madras,Former,,1 (1952–1958)
1815,"Surjeet, Shri Harkishan Singh",Communist Party of India (Marxist),Punjab,Former,,1 (1978–1984)
1816,"Surjewala, Shri S.S.",CONG(I),Haryana,Former,,1 (1992–1998)
1817,"Suryanarayana, Shri Kommareddi",Kisan Mazdoor Praja Party,Madras,Former,,1 (1952–1958)
1818,"Swaminathan, Shri G.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1986–1992, 1992–1998)"
1819,"Swaminathan, Shri V.V.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1972–1978, 1978–1984)"
1820,"Swamy, Shri N.R.M.",Congress,Madras,Former,,1 (1966–1972)
1821,"Swamy, Dr. Subramanian",Bharatiya Janata Party,Nominated,Former,86.0,"3 (1974–1980, 1988–1994, 2016–2022)"
1822,"Swaran Singh, Sardar",Congress,Punjab,Former,,1 (1952–1957)
1823,"Swu, Shri Scato",Nominated,Nominated,Former,,"2 (1974–1980, 1980–1986)"
1824,"Syed Ahmad, Shri",Congress,Madhya Pradesh,Former,,"2 (1962–1968, 1968–1974)"
1825,"Syed Hussain, Shri",Congress,Jammu & Kashmir,Former,,1 (1968–1974)
1826,"Syed Mahmud, Dr.",Congress,Bihar,Former,,1 (1962–1968)
1827,"Swell, Shri G.G.",Hill State Peoples Democratic Party,Meghalaya,Former,,1 (1990–1996)
1828,"Barlingay, Dr. Waman Sheodas",Congress,Madhya Pradesh,Former,,"2 (1952–1956, 1956–1962)"
1829,"Barman, Shri Debendra Nath",Communist Party of India (Marxist),West Bengal,Former,,1 (1981–1987)
1830,"Chaudhari, Shri N.P.",CONG(I),Madhya Pradesh,Former,,"2 (1968–1974, 1974–1980)"
1831,"Jha, Shri Rudra Narain",Sikkim Sangram Parishad,Bihar,Former,,1 (1968–1974)
1832,"Jogendra Singh, Shri",Congress,Uttar Pradesh,Former,,"2 (1963–1966, 1966–1972)"
1833,"John, Shri Michael",Congress,Bihar,Former,,1 (1956–1962)
1834,"Kailashpati, Smt.",CONG(I),Uttar Pradesh,Former,,"2 (1985–1988, 1988–1994)"
1835,"Kulkarni, Shri A.G.",Indian National Congress,Maharashtra,Former,,"4 (1967–1970, 1970–1976, 1978–1984, 1986–1992)"
1836,"Nagmani, Shri",Janata Dal,Bihar,Former,,1 (1994–2000)
1837,"Rao, Shri B.S. Venkat",Congress,Hyderabad,Former,,1 (1952–1953)
1838,"Rao, Shri Moturu Hanumantha",Communist Party of India (Marxist),Andhra Pradesh,Former,,1 (1988–1994)
1839,"Razak, Shri A. Abdul",Congress,Travancore Cochin,Former,,1 (1952–1956)
1840,"Tariq, Shri A.M.",Congress,Jammu & Kashmir,Former,,"2 (1962–1965, 1967–1968)"
1841,"Vizol, Shri",Nationalist People s Coalition,Nagaland,Former,,1 (1992–1998)
1843,"Sita Devi, Smt.",Congress,Punjab,Former,,1 (1972–1978)
1844,"Chandran, Shri S. S.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,84.0,1 (2001–2007)
1845,"Gnanadesikan, Shri B. S.",Indian National Congress,Tamil Nadu,Former,77.0,"2 (2001–2007, 2007–2013)"
1846,"Indira, Smt. S. G.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,59.0,1 (2001–2007)
1848,"Kamaraj, Shri R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,65.0,1 (2001–2007)
1849,"Sarath Kumar, Shri R.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,71.0,1 (2001–2006)
1850,"Narayanan, Shri P. G.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,84.0,1 (2001–2007)
1851,"Bhardwaj, Shri Jagannath",Congress,Himachal Pradesh,Former,,1 (1972–1978)
1852,"Das, Shri Jagannath",Indian National Congress,Odisha,Former,,1 (1952–1956)
1853,"Maitreyan, Dr. V.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,70.0,"3 (2002–2004, 2007–2013, 2013–2019)"
1854,"Chavan, Shri Prithviraj",Indian National Congress,Maharashtra,Former,79.0,"2 (2002–2008, 2008–2014)"
1855,"Thakur, Shri Ekanath K.",Shiv Sena,Maharashtra,Former,84.0,1 (2002–2008)
1856,"Deora, Shri Murli",Indian National Congress,Maharashtra,Former,89.0,"3 (2002–2008, 2008–2014, 2014–2020)"
1857,"Dhoot, Shri Rajkumar",Shiv Sena,Maharashtra,Former,70.0,"3 (2002–2008, 2008–2014, 2014–2020)"
1858,"Meghe, Shri Datta",Nationalist Congress Party,Maharashtra,Former,89.0,1 (2002–2008)
1859,"Lath, Shri Surendra",Bharatiya Janata Party,Odisha,Former,76.0,1 (2002–2008)
1860,"Bohidar, Ms. Pramila",Biju Janata Dal,Odisha,Former,76.0,1 (2002–2008)
1861,"Sushree Devi, Smt.",Biju Janata Dal,Odisha,Former,75.0,1 (2002–2008)
1862,"Shunmugasundaram, Shri R.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,72.0,1 (2002–2008)
1863,"Khan, Shri S.P.M. Syed",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,78.0,1 (2002–2008)
1864,"Selvan, Shri Thanga Tamil",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,64.0,1 (2002–2008)
1865,"Perumal, Shri C.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,68.0,1 (2002–2008)
1866,"Vasan, Shri G.K.",Tamil Maanila Congress (Moopanar),Tamil Nadu,Sitting,61.0,"3 (2002–2008, 2008–2014, 2020–2026)"
1867,"Jothi, Shri N.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,80.0,1 (2002–2008)
1868,"Roy, Shri Tarini Kanta",Communist Party of India (Marxist),West Bengal,Former,76.0,"2 (2002–2008, 2008–2014)"
1869,"Chatterjee, Shri Prasanta",Communist Party of India (Marxist),West Bengal,Former,86.0,"2 (2002–2008, 2008–2014)"
1870,"Ahmed, Shri Sk. Khabir Uddin",Communist Party of India (Marxist),West Bengal,Former,74.0,1 (2002–2008)
1871,"Akarapu, Shri Sudarshan",Telugu Desam Party,Andhra Pradesh,Former,70.0,1 (2002–2008)
1872,"Reddy, Dr. T. Subbarami",Indian National Congress,Andhra Pradesh,Former,82.0,"3 (2002–2008, 2008–2014, 2014–2020)"
1873,"Durga, Smt. N.P.",Telugu Desam Party,Andhra Pradesh,Former,74.0,1 (2002–2008)
1874,"Nandi Yellaiah, Shri",Indian National Congress,Andhra Pradesh,Former,83.0,"2 (2002–2008, 2008–2014)"
1875,"Reddy, Shri Ravula Chandra  Sekar",Telugu Desam Party,Andhra Pradesh,Former,71.0,1 (2002–2008)
1876,"Basha, Shri S.M. Laljan",Telugu Desam Party,Andhra Pradesh,Former,69.0,1 (2002–2008)
1877,"Brahma, Shri Urkhao Gwra",Independent & Others,Assam,Former,62.0,1 (2002–2008)
1878,"Sharmah, Shri Dwijendra Nath",Indian National Congress,Assam,Former,75.0,1 (2002–2008)
1879,"Lalu Prasad, Shri",Rashtriya Janata Dal,Bihar,Former,77.0,1 (2002–2008)
1880,"Singh, Shri Bashistha Narain",Janata Dal (United),Bihar,Former,78.0,"3 (2002–2008, 2012–2018, 2018–2024)"
1881,"Kashyap, Shri Ramadhar",Indian National Congress,Chhattisgarh,Former,89.0,1 (2002–2008)
1882,"Krishnamurthy  K., Shri Jana",Bharatiya Janata Party,Gujarat,Former,97.0,1 (2002–2008)
1883,"Patel, Shri Keshubhai S.",Bharatiya Janata Party,Gujarat,Former,95.0,1 (2002–2008)
1884,"Barot, Shri Jayantilal",Bharatiya Janata Party,Gujarat,Former,83.0,1 (2002–2008)
1885,"Kshatriya, Prof. Alka  Balram",Indian National Congress,Gujarat,Former,66.0,"2 (2002–2008, 2008–2014)"
1886,"Mahajan, Smt. Sumitra",Indian National Lok Dal,Haryana,Former,85.0,1 (2002–2008)
1887,"Malik, Shri Harendra  Singh",Indian National Lok Dal,Haryana,Former,71.0,1 (2002–2008)
1888,"Bhardwaj, Shri Suresh",Bharatiya Janata Party,Himachal Pradesh,Former,73.0,1 (2002–2008)
1889,"Maroo, Shri Ajay",Bharatiya Janata Party,Jharkhand,Former,67.0,1 (2002–2008)
1890,"Cariappa, Smt. Prema",Indian National Congress,Karnataka,Former,74.0,1 (2002–2008)
1891,"Rajasekharan, Shri M.V.",Indian National Congress,Karnataka,Former,97.0,1 (2002–2008)
1892,"Mallya, Dr. Vijay",Independent & Others,Karnataka,Former,70.0,"2 (2002–2008, 2010–2016)"
1893,"Singh, Smt. Maya",Bharatiya Janata Party,Madhya Pradesh,Former,75.0,"2 (2002–2008, 2008–2014)"
1894,"Keishing, Shri Rishang",Indian National Congress,Manipur,Former,106.0,"2 (2002–2008, 2008–2014)"
1895,"Natwar Singh, Shri K.",Indian National Congress,Rajasthan,Former,94.0,1 (2002–2008)
1896,"Thakur, Dr. Prabha",Indian National Congress,Rajasthan,Former,76.0,"2 (2002–2008, 2008–2014)"
1897,"Kharshiing, Shri Robert",Nationalist Congress Party,Meghalaya,Former,67.0,1 (2002–2008)
1899,"Shastri, Shri Sunil",Bharatiya Janata Party,Uttar Pradesh,Former,75.0,1 (2002–2002)
1900,"Sarkar, Shri Matilal",Communist Party of India (Marxist),Tripura,Former,84.0,"2 (2002–2004, 2004–2010)"
1901,"Poojary, Shri Janardhana",Indian National Congress,Karnataka,Former,88.0,"2 (1994–2000, 2002–2008)"
1902,"Ashwani Kumar, Shri",Indian National Congress,Punjab,Former,73.0,"3 (2002–2004, 2004–2010, 2010–2016)"
1903,"Naik, Shri G. Swamy",Indian National Congress,Andhra Pradesh,Former,,1 (1980–1986)
1904,"Naik, Shri L. Narsing",Telugu Desam Party,Andhra Pradesh,Former,,1 (1988–1994)
1905,"Prasad, Shri Abhay Kant",Bharatiya Janata Party,Jharkhand,Former,76.0,1 (2002–2004)
1906,"Apte, Shri Devdas",Bharatiya Janata Party,Jharkhand,Former,91.0,1 (2002–2008)
1907,"Lalhming Liana, Shri",Mizo National Front,Mizoram,Former,70.0,"2 (2002–2008, 2008–2014)"
1908,"Alexander, Dr. P. C.",Independent & Others,Maharashtra,Former,104.0,1 (2002–2008)
1909,"Suri, Shri Lalit",Independent & Others,Uttar Pradesh,Former,78.0,"2 (2002–2004, 2004–2010)"
1910,"Bajwa, Shri T.S.",Peoples Democratic Party,Jammu & Kashmir,Former,69.0,1 (2002–2008)
1911,"Rawat, Shri Harish",Indian National Congress,Uttarakhand,Former,78.0,1 (2002–2008)
1912,"Azmi, Shri Abu Asim",Samajwadi Party,Uttar Pradesh,Former,70.0,1 (2002–2008)
1913,"Singh, Shri Isam",Independent & Others,Uttar Pradesh,Former,74.0,1 (2002–2008)
1914,"Singh, Shri Uday Pratap",Samajwadi Party,Uttar Pradesh,Former,93.0,1 (2002–2008)
